presion,alture,altitud_sobre_nivel_mar,hora,visible_image,thermal_image
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_16_262099'.jpg,images/b'flir_visible_image_2023_05_26_14_47_16_262099'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_16_401545'.jpg,images/b'flir_visible_image_2023_05_26_14_47_16_401545'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_16_554964'.jpg,images/b'flir_visible_image_2023_05_26_14_47_16_554964'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_16_694189'.jpg,images/b'flir_visible_image_2023_05_26_14_47_16_694189'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_16_841147'.jpg,images/b'flir_visible_image_2023_05_26_14_47_16_841147'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_16_983530'.jpg,images/b'flir_visible_image_2023_05_26_14_47_16_983530'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_17_201265'.jpg,images/b'flir_visible_image_2023_05_26_14_47_17_201265'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_17_381530'.jpg,images/b'flir_visible_image_2023_05_26_14_47_17_381530'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_17_521899'.jpg,images/b'flir_visible_image_2023_05_26_14_47_17_521899'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_17_685291'.jpg,images/b'flir_visible_image_2023_05_26_14_47_17_685291'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_17_877463'.jpg,images/b'flir_visible_image_2023_05_26_14_47_17_877463'.tiff
